Region,Date,Cases,Suspicious,Negative,Deaths,RetailRecreation,GroceryPharmacy,Parks,TransitStations,Workplaces,Residential
SAN LUIS POTOSI,2020-03-12,0,0,4,0,1,4,9,7,7,-2
SAN LUIS POTOSI,2020-03-13,2,0,3,0,-1,5,4,15,8,-1
SAN LUIS POTOSI,2020-03-14,0,0,2,0,6,12,16,28,2,-2
SAN LUIS POTOSI,2020-03-15,0,0,13,0,5,9,20,-6,2,-3
SAN LUIS POTOSI,2020-03-16,1,0,5,0,-10,4,-6,18,-58,13
SAN LUIS POTOSI,2020-03-17,5,0,9,0,-5,8,3,1,-3,2
SAN LUIS POTOSI,2020-03-18,1,0,2,0,-10,4,-3,-8,-8,5
SAN LUIS POTOSI,2020-03-19,3,0,8,0,-15,2,-9,-13,-12,6
SAN LUIS POTOSI,2020-03-20,3,0,11,0,-23,-3,-23,-25,-10,9
SAN LUIS POTOSI,2020-03-21,4,0,14,0,-28,-6,-34,-24,-6,8
SAN LUIS POTOSI,2020-03-22,1,0,13,0,-34,-13,-41,-34,-9,7
SAN LUIS POTOSI,2020-03-23,2,0,25,0,-31,-13,-30,-32,-26,12
SAN LUIS POTOSI,2020-03-24,0,0,39,1,-34,-16,-35,-36,-32,14
SAN LUIS POTOSI,2020-03-25,0,0,39,1,-35,-17,-37,-36,-35,15
SAN LUIS POTOSI,2020-03-26,1,0,39,0,-36,-18,-38,-39,-36,16
SAN LUIS POTOSI,2020-03-27,6,0,53,0,-39,-16,-40,-44,-31,17
SAN LUIS POTOSI,2020-03-28,0,0,28,0,-38,-14,-43,-40,-17,12
SAN LUIS POTOSI,2020-03-29,6,0,28,0,-43,-21,-51,-50,-18,10
SAN LUIS POTOSI,2020-03-30,3,0,39,1,-35,-17,-37,-42,-37,16
SAN LUIS POTOSI,2020-03-31,2,0,45,0,-34,-15,-40,-43,-42,16
SAN LUIS POTOSI,2020-04-01,0,0,57,0,-34,-14,-40,-42,-44,18
SAN LUIS POTOSI,2020-04-02,0,0,47,0,-43,-12,-41,-47,-46,19
SAN LUIS POTOSI,2020-04-03,0,0,32,0,-52,-9,-45,-50,-41,21
SAN LUIS POTOSI,2020-04-04,3,0,25,0,-52,-10,-50,-43,-26,14
SAN LUIS POTOSI,2020-04-05,1,0,18,0,-57,-19,-54,-50,-24,11
SAN LUIS POTOSI,2020-04-06,2,0,31,1,-50,-14,-44,-46,-49,20
SAN LUIS POTOSI,2020-04-07,4,0,41,0,-49,-15,-44,-44,-53,20
SAN LUIS POTOSI,2020-04-08,1,0,51,0,-46,-11,-45,-41,-54,20
SAN LUIS POTOSI,2020-04-09,4,0,32,0,-55,-14,-51,-51,-66,24
SAN LUIS POTOSI,2020-04-10,1,0,25,0,-71,-30,-65,-67,-73,29
SAN LUIS POTOSI,2020-04-11,2,0,21,0,-64,-26,-62,-59,-51,19
SAN LUIS POTOSI,2020-04-12,0,0,23,0,-63,-30,-64,-55,-30,12
SAN LUIS POTOSI,2020-04-13,1,0,50,0,-51,-18,-46,-50,-48,20
SAN LUIS POTOSI,2020-04-14,0,0,49,0,-50,-17,-47,-52,-51,21
SAN LUIS POTOSI,2020-04-15,2,0,28,0,-46,-10,-46,-49,-51,21
SAN LUIS POTOSI,2020-04-16,2,1,28,0,-48,-12,-46,-53,-51,21
SAN LUIS POTOSI,2020-04-17,7,2,30,1,-51,-14,-50,-57,-46,23
SINALOA,2020-02-15,0,0,0,0,3,3,4,-6,3,-1
SINALOA,2020-02-16,0,0,0,0,4,6,4,-1,2,0
SINALOA,2020-02-17,0,0,2,0,0,3,2,0,10,-2
SINALOA,2020-02-18,0,0,2,0,1,-2,3,2,7,-1
SINALOA,2020-02-19,0,0,4,0,0,-2,3,0,6,-1
SINALOA,2020-02-20,0,0,1,0,4,1,12,7,6,-1
SINALOA,2020-02-21,0,0,1,0,0,-2,28,15,10,-2
SINALOA,2020-02-22,0,0,0,0,3,2,61,14,2,-1
SINALOA,2020-02-23,0,0,1,0,10,7,58,23,0,-2
SINALOA,2020-02-24,0,0,0,0,5,-1,40,14,-7,1
SINALOA,2020-02-25,0,0,2,0,3,-3,45,16,-10,2
SINALOA,2020-02-26,0,0,1,0,-1,-2,9,9,5,0
SINALOA,2020-02-27,0,0,0,0,2,2,0,5,7,-1
SINALOA,2020-02-28,0,0,2,0,-2,6,1,3,11,-1
SINALOA,2020-02-29,0,0,1,0,0,5,-2,-4,5,0
SINALOA,2020-03-01,0,0,0,0,3,8,8,-1,3,0
SINALOA,2020-03-02,0,0,2,0,-2,5,-2,-2,10,-2
SINALOA,2020-03-03,0,0,0,0,0,0,-4,-1,6,0
SINALOA,2020-03-04,0,0,1,0,-1,0,1,-3,7,0
SINALOA,2020-03-05,0,0,2,0,0,1,0,-3,8,0
SINALOA,2020-03-06,0,0,1,0,-8,-4,4,0,12,0
SINALOA,2020-03-07,0,0,0,0,-4,-2,4,-9,4,0
SINALOA,2020-03-08,0,0,1,0,1,1,12,-10,4,1
SINALOA,2020-03-09,0,0,2,0,-15,-10,-4,-8,-20,7
SINALOA,2020-03-10,0,0,3,0,-2,-2,1,4,7,-1
SINALOA,2020-03-11,0,0,0,0,-2,-1,2,-2,6,-1
SINALOA,2020-03-12,0,0,3,0,1,4,7,3,7,-2
SINALOA,2020-03-13,1,0,2,0,2,5,13,12,6,-1
SINALOA,2020-03-14,0,0,3,0,4,11,15,10,3,-1
SINALOA,2020-03-15,0,0,4,0,4,12,28,-11,2,-1
SINALOA,2020-03-16,1,0,3,0,-10,2,12,6,-54,10
SINALOA,2020-03-17,1,0,6,0,-5,6,-9,8,2,1
SINALOA,2020-03-18,0,0,13,0,-10,4,-12,-8,-2,4
SINALOA,2020-03-19,1,0,10,0,-13,4,-15,-15,-8,6
SINALOA,2020-03-20,1,0,12,0,-21,0,-18,-26,-6,7
SINALOA,2020-03-21,0,0,5,0,-28,-4,-29,-29,-6,8
SINALOA,2020-03-22,1,0,5,0,-36,-9,-31,-38,-8,9
SINALOA,2020-03-23,2,0,24,0,-30,-12,-27,-39,-28,12
SINALOA,2020-03-24,6,0,38,0,-33,-15,-32,-39,-33,14
SINALOA,2020-03-25,7,0,34,0,-35,-17,-31,-44,-36,15
SINALOA,2020-03-26,9,0,30,1,-36,-17,-31,-47,-37,15
SINALOA,2020-03-27,9,0,38,0,-39,-17,-32,-53,-33,17
SINALOA,2020-03-28,5,0,12,1,-39,-14,-36,-50,-18,12
SINALOA,2020-03-29,6,0,18,1,-46,-16,-40,-56,-19,13
SINALOA,2020-03-30,11,0,41,0,-36,-14,-33,-49,-38,15
SINALOA,2020-03-31,15,0,25,1,-34,-14,-34,-47,-42,16
SINALOA,2020-04-01,14,0,45,2,-36,-13,-34,-46,-44,17
SINALOA,2020-04-02,28,0,36,3,-43,-10,-36,-50,-45,18
SINALOA,2020-04-03,9,0,39,2,-52,-12,-38,-56,-42,20
SINALOA,2020-04-04,10,0,51,2,-53,-10,-44,-52,-26,15
SINALOA,2020-04-05,15,0,17,0,-61,-18,-48,-58,-26,15
SINALOA,2020-04-06,28,0,41,1,-54,-16,-40,-57,-49,19
SINALOA,2020-04-07,20,0,27,2,-53,-20,-42,-53,-52,20
SINALOA,2020-04-08,29,0,43,5,-53,-18,-41,-53,-54,20
SINALOA,2020-04-09,12,0,20,5,-64,-24,-44,-60,-68,24
SINALOA,2020-04-10,33,0,31,7,-73,-34,-50,-73,-72,29
SINALOA,2020-04-11,23,0,24,8,-71,-32,-55,-72,-57,22
SINALOA,2020-04-12,21,0,8,5,-70,-34,-57,-66,-35,16
SINALOA,2020-04-13,42,1,61,7,-59,-24,-47,-63,-51,21
SINALOA,2020-04-14,46,1,38,4,-58,-25,-48,-59,-53,22
SINALOA,2020-04-15,49,10,39,4,-56,-19,-46,-58,-53,22
SINALOA,2020-04-16,40,6,31,3,-56,-20,-47,-62,-54,23
SINALOA,2020-04-17,36,14,35,4,-61,-25,-50,-64,-50,26
SONORA,2020-02-15,0,0,1,0,7,6,0,-7,3,-1
SONORA,2020-02-16,0,0,0,0,6,6,-1,-3,2,0
SONORA,2020-02-17,0,0,1,0,4,4,2,3,9,-1
SONORA,2020-02-18,0,0,1,0,3,-1,5,1,8,-1
SONORA,2020-02-19,0,0,1,0,1,-1,3,1,5,-1
SONORA,2020-02-20,0,0,1,0,1,0,12,3,4,-1
SONORA,2020-02-21,0,0,0,0,0,-1,3,8,10,-1
SONORA,2020-02-22,0,0,1,0,1,-1,5,-1,3,0
SONORA,2020-02-23,0,0,1,0,3,0,6,0,2,0
SONORA,2020-02-24,0,0,1,0,-3,-1,8,0,0,1
SONORA,2020-02-25,0,0,0,0,0,-3,10,2,7,-1
SONORA,2020-02-26,0,0,1,0,-1,0,4,7,5,-1
SONORA,2020-02-27,0,0,1,0,1,2,6,5,5,-1
SONORA,2020-02-28,0,0,0,0,3,6,5,9,11,-2
SONORA,2020-02-29,0,0,0,0,7,8,6,4,6,-1
SONORA,2020-03-01,0,0,0,0,7,8,6,5,4,-1
SONORA,2020-03-02,0,0,2,0,-1,4,-4,4,10,-1
SONORA,2020-03-03,0,0,1,0,1,0,-5,2,6,1
SONORA,2020-03-04,0,0,1,0,3,4,2,9,6,-1
SONORA,2020-03-05,0,0,1,0,4,4,8,6,6,-2
SONORA,2020-03-06,0,0,1,0,2,3,6,10,10,-1
SONORA,2020-03-07,0,0,0,0,4,3,3,3,6,-1
SONORA,2020-03-08,0,0,1,0,-1,-1,-9,-8,0,2
SONORA,2020-03-09,0,0,2,0,-8,-5,-2,-2,-14,5
SONORA,2020-03-10,0,0,1,0,4,2,4,10,8,-1
SONORA,2020-03-11,0,0,0,0,2,2,-3,10,5,-1
SONORA,2020-03-12,0,0,2,0,-7,-2,-21,12,-2,2
SONORA,2020-03-13,0,0,2,0,7,13,5,18,7,-1
SONORA,2020-03-14,0,0,0,0,7,15,6,14,5,-2
SONORA,2020-03-15,1,0,1,0,6,12,11,-10,4,-2
SONORA,2020-03-16,0,0,2,0,-9,16,3,13,-53,10
SONORA,2020-03-17,2,0,9,0,-10,10,-14,11,-17,6
SONORA,2020-03-18,1,0,13,0,-30,-12,-41,-8,-29,13
SONORA,2020-03-19,0,0,8,0,-23,-4,-21,-18,-26,10
SONORA,2020-03-20,1,0,7,0,-29,-6,-26,-23,-23,12
SONORA,2020-03-21,1,0,6,0,-35,-9,-37,-28,-9,10
SONORA,2020-03-22,0,0,3,0,-43,-16,-44,-44,-12,10
SONORA,2020-03-23,2,0,10,0,-33,-15,-30,-38,-30,13
SONORA,2020-03-24,3,0,23,0,-34,-16,-33,-36,-34,14
SONORA,2020-03-25,3,0,28,0,-37,-16,-34,-36,-37,15
SONORA,2020-03-26,0,0,21,0,-38,-16,-34,-42,-39,15
SONORA,2020-03-27,4,0,23,0,-39,-14,-38,-49,-34,17
SONORA,2020-03-28,3,0,17,0,-40,-12,-42,-47,-18,12
SONORA,2020-03-29,0,0,13,0,-50,-20,-50,-57,-21,13
SONORA,2020-03-30,1,0,40,1,-40,-17,-36,-46,-44,17
SONORA,2020-03-31,5,0,32,0,-39,-16,-36,-41,-48,17
SONORA,2020-04-01,1,0,34,0,-41,-12,-38,-40,-51,19
SONORA,2020-04-02,2,0,28,0,-47,-13,-36,-45,-52,19
SONORA,2020-04-03,1,0,22,0,-54,-13,-41,-51,-48,22
SONORA,2020-04-04,6,0,16,0,-57,-14,-49,-50,-32,16
SONORA,2020-04-05,2,0,12,2,-64,-24,-56,-62,-28,14
SONORA,2020-04-06,9,0,29,1,-54,-21,-39,-54,-53,20
SONORA,2020-04-07,9,0,28,1,-53,-21,-37,-49,-55,20
SONORA,2020-04-08,9,1,36,1,-52,-15,-40,-44,-57,20
SONORA,2020-04-09,4,0,15,1,-60,-18,-41,-54,-68,23
SONORA,2020-04-10,5,0,25,0,-71,-28,-51,-69,-71,28
SONORA,2020-04-11,5,0,11,1,-71,-28,-59,-66,-55,21
SONORA,2020-04-12,3,0,7,3,-70,-30,-63,-66,-34,14
SONORA,2020-04-13,14,0,39,0,-65,-36,-54,-63,-56,23
SONORA,2020-04-14,5,0,29,1,-63,-33,-51,-57,-57,24
SONORA,2020-04-15,11,0,34,1,-60,-27,-49,-58,-57,24
SONORA,2020-04-16,6,0,32,0,-60,-25,-47,-58,-57,23
SONORA,2020-04-17,7,1,29,1,-62,-26,-49,-62,-53,27
TABASCO,2020-02-15,0,0,0,0,9,7,12,9,5,-2
TABASCO,2020-02-16,0,0,0,0,9,9,11,12,3,-1
TABASCO,2020-02-17,0,0,1,0,7,6,10,16,20,-4
TABASCO,2020-02-18,0,0,1,0,2,3,8,15,19,-3
TABASCO,2020-02-19,0,0,0,0,0,-1,6,14,17,-3
TABASCO,2020-02-20,0,0,0,0,2,-1,8,12,17,-3
TABASCO,2020-02-21,0,0,0,0,-3,-3,5,18,20,-3
TABASCO,2020-02-22,0,0,0,0,-4,-4,-7,8,2,2
TABASCO,2020-02-23,0,0,0,0,1,0,9,4,3,0
TABASCO,2020-02-24,0,0,1,0,0,1,8,17,20,-4
TABASCO,2020-02-25,0,0,0,0,-1,0,4,16,19,-2
TABASCO,2020-02-26,0,0,0,0,-8,-10,-9,14,16,-3
TABASCO,2020-02-27,0,0,0,0,-8,-9,-23,-1,-22,7
TABASCO,2020-02-28,0,0,0,0,2,5,2,23,16,-2
TABASCO,2020-02-29,0,0,0,0,6,7,7,12,6,0
TABASCO,2020-03-01,0,0,0,0,5,8,7,12,5,-1
TABASCO,2020-03-02,0,0,2,0,5,7,9,22,21,-5
TABASCO,2020-03-03,0,0,2,0,1,4,4,18,20,-3
TABASCO,2020-03-04,0,0,1,0,0,0,6,17,19,-3
TABASCO,2020-03-05,0,0,1,0,-2,-1,-3,19,18,-2
TABASCO,2020-03-06,0,0,0,0,-2,-1,7,20,21,-2
TABASCO,2020-03-07,0,0,1,0,-2,-2,1,6,6,1
TABASCO,2020-03-08,0,0,0,0,1,0,9,4,4,1
TABASCO,2020-03-09,0,0,0,0,-3,-3,3,10,-4,2
TABASCO,2020-03-10,0,0,1,0,0,2,7,20,20,-3
TABASCO,2020-03-11,0,0,2,0,-4,-5,4,15,19,-3
TABASCO,2020-03-12,0,0,0,0,1,-1,8,19,18,-3
TABASCO,2020-03-13,0,0,2,0,8,8,15,26,8,-3
TABASCO,2020-03-14,0,0,0,0,7,12,16,23,5,-2
TABASCO,2020-03-15,0,0,1,0,0,8,6,2,3,-2
TABASCO,2020-03-16,0,0,2,0,-7,4,-5,6,-49,8
TABASCO,2020-03-17,1,0,1,0,-2,10,4,23,17,-3
TABASCO,2020-03-18,2,0,1,0,-6,3,-4,16,8,0
TABASCO,2020-03-19,2,0,9,0,-11,3,-7,10,6,2
TABASCO,2020-03-20,2,0,6,0,-17,1,-11,-2,-3,5
TABASCO,2020-03-21,0,0,7,0,-29,-6,-24,-11,-7,8
TABASCO,2020-03-22,0,0,11,0,-42,-17,-36,-26,-14,9
TABASCO,2020-03-23,3,0,18,0,-31,-17,-29,-24,-27,10
TABASCO,2020-03-24,10,0,6,0,-37,-20,-34,-26,-31,13
TABASCO,2020-03-25,3,0,17,0,-41,-27,-40,-34,-35,14
TABASCO,2020-03-26,5,0,35,0,-42,-26,-40,-40,-36,16
TABASCO,2020-03-27,10,0,27,0,-41,-22,-35,-40,-34,16
TABASCO,2020-03-28,1,0,21,0,-42,-20,-38,-37,-20,13
TABASCO,2020-03-29,9,0,8,0,-52,-27,-48,-44,-24,12
TABASCO,2020-03-30,9,0,47,0,-37,-22,-38,-39,-39,14
TABASCO,2020-03-31,11,0,44,1,-39,-21,-39,-38,-43,16
TABASCO,2020-04-01,9,0,36,3,-39,-17,-39,-39,-46,16
TABASCO,2020-04-02,15,0,25,0,-52,-24,-45,-44,-48,19
TABASCO,2020-04-03,20,0,36,1,-60,-23,-43,-48,-45,20
TABASCO,2020-04-04,3,0,19,0,-61,-23,-43,-42,-31,16
TABASCO,2020-04-05,8,0,20,3,-68,-31,-51,-49,-32,14
TABASCO,2020-04-06,7,0,30,3,-59,-25,-44,-48,-50,18
TABASCO,2020-04-07,13,0,30,0,-60,-28,-47,-47,-53,20
TABASCO,2020-04-08,17,0,26,1,-60,-30,-48,-50,-54,19
TABASCO,2020-04-09,11,0,9,1,-65,-32,-50,-53,-65,23
TABASCO,2020-04-10,13,0,8,0,-76,-45,-60,-68,-71,27
TABASCO,2020-04-11,18,0,7,1,-70,-37,-54,-59,-49,20
TABASCO,2020-04-12,27,0,8,2,-70,-38,-56,-55,-36,15
TABASCO,2020-04-13,29,0,17,4,-56,-27,-45,-51,-49,18
TABASCO,2020-04-14,46,0,32,5,-57,-26,-46,-50,-51,20
TABASCO,2020-04-15,37,2,21,3,-54,-21,-41,-49,-50,19
TABASCO,2020-04-16,40,1,29,3,-54,-25,-43,-51,-51,21
TABASCO,2020-04-17,52,8,46,10,-57,-28,-45,-53,-48,22
TAMAULIPAS,2020-02-15,0,0,0,0,7,6,8,0,4,-1
TAMAULIPAS,2020-02-16,0,0,0,0,8,5,10,7,3,-1
TAMAULIPAS,2020-02-17,0,0,1,0,3,3,5,3,9,-2
TAMAULIPAS,2020-02-18,0,0,0,0,-1,-1,3,-1,8,-2
TAMAULIPAS,2020-02-19,0,0,1,0,0,-2,-5,-4,7,-1
TAMAULIPAS,2020-02-20,0,0,0,0,-5,-3,-15,-1,6,0
TAMAULIPAS,2020-02-21,0,0,0,0,-2,-2,-7,-4,10,0
TAMAULIPAS,2020-02-22,0,0,0,0,0,1,14,-3,4,0
TAMAULIPAS,2020-02-23,0,0,0,0,3,1,11,0,4,0
TAMAULIPAS,2020-02-24,0,0,0,0,-1,0,4,-2,10,-2
TAMAULIPAS,2020-02-25,0,0,0,0,-3,-2,2,-3,9,-2
TAMAULIPAS,2020-02-26,0,0,1,0,-5,-6,-12,-6,5,0
TAMAULIPAS,2020-02-27,0,0,1,0,1,1,-4,-3,6,0
TAMAULIPAS,2020-02-28,0,0,1,0,9,11,9,2,13,-3
TAMAULIPAS,2020-02-29,0,0,0,0,8,10,7,2,6,-1
TAMAULIPAS,2020-03-01,0,0,0,0,10,10,12,6,5,-1
TAMAULIPAS,2020-03-02,0,0,0,0,5,7,5,-1,11,-3
TAMAULIPAS,2020-03-03,0,0,2,0,3,4,4,-1,8,-2
TAMAULIPAS,2020-03-04,0,0,0,0,5,4,8,1,8,-2
TAMAULIPAS,2020-03-05,0,0,1,0,4,4,3,1,8,-2
TAMAULIPAS,2020-03-06,0,0,2,0,3,3,8,0,14,-3
TAMAULIPAS,2020-03-07,0,0,0,0,4,4,9,3,6,-1
TAMAULIPAS,2020-03-08,0,0,2,0,5,3,15,-1,4,-1
TAMAULIPAS,2020-03-09,0,0,0,0,-3,-2,1,-2,-10,3
TAMAULIPAS,2020-03-10,0,0,3,0,-1,1,0,1,8,-2
TAMAULIPAS,2020-03-11,0,0,0,0,1,1,7,1,8,-2
TAMAULIPAS,2020-03-12,0,0,2,0,4,8,10,3,7,-3
TAMAULIPAS,2020-03-13,0,0,2,0,7,14,14,8,6,-3
TAMAULIPAS,2020-03-14,0,0,0,0,6,14,11,8,3,-3
TAMAULIPAS,2020-03-15,1,0,2,0,2,10,11,-4,2,-2
TAMAULIPAS,2020-03-16,1,0,0,0,-3,14,-5,-2,-51,10
TAMAULIPAS,2020-03-17,0,0,5,0,-9,8,-17,-2,-15,4
TAMAULIPAS,2020-03-18,0,0,3,0,-14,2,-17,-10,-19,7
TAMAULIPAS,2020-03-19,1,0,6,0,-20,-1,-27,-18,-22,8
TAMAULIPAS,2020-03-20,1,0,3,0,-24,-2,-25,-26,-18,9
TAMAULIPAS,2020-03-21,0,0,5,0,-34,-6,-42,-30,-9,8
TAMAULIPAS,2020-03-22,2,0,10,0,-41,-16,-51,-39,-12,8
TAMAULIPAS,2020-03-23,1,0,11,0,-30,-13,-39,-35,-27,10
TAMAULIPAS,2020-03-24,1,0,13,0,-34,-15,-39,-38,-31,12
TAMAULIPAS,2020-03-25,0,0,12,0,-35,-18,-42,-40,-34,14
TAMAULIPAS,2020-03-26,0,0,21,0,-34,-16,-41,-42,-36,14
TAMAULIPAS,2020-03-27,1,0,14,0,-34,-14,-40,-49,-32,15
TAMAULIPAS,2020-03-28,2,0,6,0,-38,-14,-44,-46,-18,11
TAMAULIPAS,2020-03-29,3,0,11,0,-46,-21,-56,-53,-20,11
TAMAULIPAS,2020-03-30,4,0,19,0,-32,-15,-44,-44,-36,13
TAMAULIPAS,2020-03-31,4,0,25,0,-31,-14,-43,-42,-38,14
TAMAULIPAS,2020-04-01,6,0,31,0,-31,-10,-40,-44,-40,15
TAMAULIPAS,2020-04-02,1,0,23,0,-40,-6,-38,-45,-42,16
TAMAULIPAS,2020-04-03,4,0,27,1,-49,-8,-38,-49,-39,17
TAMAULIPAS,2020-04-04,3,0,10,1,-55,-13,-50,-51,-26,14
TAMAULIPAS,2020-04-05,1,0,16,0,-62,-22,-58,-55,-27,13
TAMAULIPAS,2020-04-06,8,0,23,1,-50,-16,-46,-49,-45,17
TAMAULIPAS,2020-04-07,4,0,33,0,-50,-19,-49,-48,-48,19
TAMAULIPAS,2020-04-08,3,0,46,0,-49,-14,-48,-48,-49,19
TAMAULIPAS,2020-04-09,4,0,15,0,-54,-16,-50,-54,-61,23
TAMAULIPAS,2020-04-10,4,0,41,0,-64,-24,-57,-66,-67,28
TAMAULIPAS,2020-04-11,2,1,11,0,-63,-23,-58,-61,-46,18
TAMAULIPAS,2020-04-12,7,1,22,0,-66,-29,-63,-59,-31,12
TAMAULIPAS,2020-04-13,5,0,67,0,-50,-20,-51,-51,-48,18
TAMAULIPAS,2020-04-14,16,3,64,1,-51,-18,-52,-48,-48,20
TAMAULIPAS,2020-04-15,14,6,75,1,-47,-12,-48,-48,-48,20
TAMAULIPAS,2020-04-16,22,6,71,0,-48,-12,-48,-49,-49,21
TAMAULIPAS,2020-04-17,15,21,77,1,-50,-13,-48,-54,-44,22
TLAXCALA,2020-02-15,0,0,0,0,9,3,11,4,5,-2
TLAXCALA,2020-02-16,0,0,0,0,6,3,1,1,3,0
TLAXCALA,2020-02-17,0,0,0,0,1,2,1,7,11,-2
TLAXCALA,2020-02-18,0,0,0,0,-1,-2,1,3,10,-2
TLAXCALA,2020-02-19,0,0,0,0,2,-1,4,1,9,-2
TLAXCALA,2020-02-20,0,0,0,0,4,1,20,6,10,-2
TLAXCALA,2020-02-21,0,0,0,0,-1,-1,5,11,14,-3
TLAXCALA,2020-02-22,0,0,0,0,3,1,20,11,5,-1
TLAXCALA,2020-02-23,0,0,0,0,2,4,20,14,4,0
TLAXCALA,2020-02-24,0,0,0,0,0,1,15,9,9,-2
TLAXCALA,2020-02-25,0,0,0,0,1,0,13,8,8,-2
TLAXCALA,2020-02-26,0,0,0,0,-1,-1,28,1,8,-2
TLAXCALA,2020-02-27,0,0,0,0,3,-1,0,5,6,0
TLAXCALA,2020-02-28,0,0,0,0,5,5,4,16,12,-2
TLAXCALA,2020-02-29,0,0,0,0,9,9,8,12,8,-1
TLAXCALA,2020-03-01,0,0,0,0,9,8,7,12,6,0
TLAXCALA,2020-03-02,0,0,0,0,1,4,1,11,12,-2
TLAXCALA,2020-03-03,0,0,0,0,-1,2,1,10,10,-2
TLAXCALA,2020-03-04,0,0,0,0,0,3,2,5,10,-2
TLAXCALA,2020-03-05,0,0,1,0,0,1,1,4,10,-1
TLAXCALA,2020-03-06,0,0,1,0,-3,1,3,11,13,-2
TLAXCALA,2020-03-07,0,0,0,0,0,2,9,5,8,0
TLAXCALA,2020-03-08,0,0,0,0,3,2,0,0,5,0
TLAXCALA,2020-03-09,0,0,1,0,-6,-3,-4,-4,-19,6
TLAXCALA,2020-03-10,0,0,2,0,-5,-1,0,11,9,-2
TLAXCALA,2020-03-11,0,0,0,0,-3,-1,-2,2,9,-2
TLAXCALA,2020-03-12,0,0,2,0,-2,0,-1,3,10,-2
TLAXCALA,2020-03-13,0,0,1,0,2,5,4,11,6,-2
TLAXCALA,2020-03-14,0,0,1,0,7,9,10,15,5,-2
TLAXCALA,2020-03-15,0,0,0,0,5,6,6,-10,2,-1
TLAXCALA,2020-03-16,0,0,1,0,-3,4,-13,-3,-50,12
TLAXCALA,2020-03-17,0,0,0,0,-5,0,-6,-1,-14,4
TLAXCALA,2020-03-18,0,0,3,0,-9,-4,-10,-14,-21,7
TLAXCALA,2020-03-19,0,0,8,0,-11,-5,-13,-24,-22,8
TLAXCALA,2020-03-20,0,0,6,0,-18,-7,-13,-41,-19,9
TLAXCALA,2020-03-21,0,0,3,0,-16,-5,-11,-32,-2,5
TLAXCALA,2020-03-22,0,0,4,0,-23,-13,-26,-40,-4,6
TLAXCALA,2020-03-23,1,0,8,0,-19,-12,-17,-42,-29,10
TLAXCALA,2020-03-24,2,0,5,0,-23,-14,-21,-43,-33,12
TLAXCALA,2020-03-25,0,0,5,0,-23,-15,-23,-45,-34,13
TLAXCALA,2020-03-26,0,0,14,0,-25,-16,-23,-48,-35,14
TLAXCALA,2020-03-27,1,0,19,0,-28,-13,-18,-48,-31,14
TLAXCALA,2020-03-28,2,0,7,0,-25,-10,-17,-39,-10,9
TLAXCALA,2020-03-29,0,0,7,0,-33,-15,-33,-47,-10,10
TLAXCALA,2020-03-30,1,0,19,0,-23,-11,-18,-39,-39,14
TLAXCALA,2020-03-31,0,0,13,0,-24,-14,-22,-34,-41,14
TLAXCALA,2020-04-01,4,0,21,0,-25,-14,-21,-37,-43,15
TLAXCALA,2020-04-02,1,0,15,0,-35,-14,-30,-38,-44,17
TLAXCALA,2020-04-03,0,0,13,0,-44,-12,-34,-38,-40,18
TLAXCALA,2020-04-04,2,0,4,0,-42,-6,-30,-34,-18,12
TLAXCALA,2020-04-05,6,0,7,0,-48,-11,-37,-40,-16,10
TLAXCALA,2020-04-06,8,0,17,0,-38,-8,-25,-38,-46,16
TLAXCALA,2020-04-07,7,0,17,0,-40,-9,-27,-38,-48,17
TLAXCALA,2020-04-08,6,0,16,1,-38,-6,-28,-36,-49,17
TLAXCALA,2020-04-09,1,0,27,0,-41,0,-26,-40,-57,19
TLAXCALA,2020-04-10,5,0,19,0,-65,-25,-45,-61,-69,27
TLAXCALA,2020-04-11,6,0,7,0,-58,-18,-42,-51,-43,15
TLAXCALA,2020-04-12,2,0,6,3,-57,-22,-50,-42,-22,12
TLAXCALA,2020-04-13,5,0,50,0,-41,-14,-34,-41,-47,17
TLAXCALA,2020-04-14,6,0,47,1,-42,-15,-33,-38,-49,18
TLAXCALA,2020-04-15,4,1,17,0,-39,-9,-32,-39,-48,18
TLAXCALA,2020-04-16,6,2,9,0,-38,-12,-34,-41,-48,18
TLAXCALA,2020-04-17,5,4,29,1,-45,-14,-34,-43,-44,21
VERACRUZ,2020-02-15,0,0,2,0,5,6,11,5,4,-1
VERACRUZ,2020-02-16,0,0,2,0,8,6,7,13,2,-1
VERACRUZ,2020-02-17,0,0,0,0,1,3,1,8,18,-3
VERACRUZ,2020-02-18,0,0,3,0,-2,-1,2,3,13,-2
VERACRUZ,2020-02-19,0,0,4,0,0,0,5,4,13,-2
VERACRUZ,2020-02-20,0,0,3,0,-1,-1,4,7,12,-2
VERACRUZ,2020-02-21,0,0,2,0,-7,-4,-13,14,10,-1
VERACRUZ,2020-02-22,0,0,1,0,-3,0,8,8,1,1
VERACRUZ,2020-02-23,0,0,0,0,6,2,20,14,0,-1
VERACRUZ,2020-02-24,0,0,4,0,-1,-2,12,9,-3,0
VERACRUZ,2020-02-25,0,0,3,0,-5,-3,5,10,-5,0
VERACRUZ,2020-02-26,0,0,1,0,-19,-16,-22,-7,-12,5
VERACRUZ,2020-02-27,0,0,2,0,-6,-3,-8,-1,11,-1
VERACRUZ,2020-02-28,0,0,7,0,-2,5,-6,1,14,-1
