Region,Date,Cases,Suspicious,Negative,Deaths,RetailRecreation,GroceryPharmacy,Parks,TransitStations,Workplaces,Residential
AGUASCALIENTES,2020-02-15,0,0,0,0,7,6,6,-14,4,-2
AGUASCALIENTES,2020-02-16,0,0,0,0,9,7,5,1,1,-1
AGUASCALIENTES,2020-02-17,0,0,1,0,1,2,0,-5,12,-2
AGUASCALIENTES,2020-02-18,0,0,1,0,0,-3,3,-4,10,-2
AGUASCALIENTES,2020-02-19,0,0,1,0,-1,-2,-2,-2,9,-1
AGUASCALIENTES,2020-02-20,0,0,1,0,-1,-2,2,0,9,-2
AGUASCALIENTES,2020-02-21,0,0,0,0,-2,-1,1,-8,11,-2
AGUASCALIENTES,2020-02-22,0,0,0,0,0,1,4,-16,4,-1
AGUASCALIENTES,2020-02-23,0,0,0,0,0,1,3,-6,0,-1
AGUASCALIENTES,2020-02-24,0,0,0,0,-4,-3,-2,-4,13,-2
AGUASCALIENTES,2020-02-25,0,0,0,0,-4,-6,-1,-7,10,-2
AGUASCALIENTES,2020-02-26,0,0,0,0,-7,-5,1,-4,10,-1
AGUASCALIENTES,2020-02-27,0,0,1,0,0,0,9,0,10,-2
AGUASCALIENTES,2020-02-28,0,0,2,0,1,9,20,-7,10,-2
AGUASCALIENTES,2020-02-29,0,0,0,0,10,13,39,-12,6,-2
AGUASCALIENTES,2020-03-01,0,0,0,0,9,10,18,-2,2,-2
AGUASCALIENTES,2020-03-02,0,0,0,0,0,5,1,-7,13,-2
AGUASCALIENTES,2020-03-03,0,0,2,0,-1,-1,-1,-11,10,-1
AGUASCALIENTES,2020-03-04,0,0,0,0,-1,1,-4,-6,10,-1
AGUASCALIENTES,2020-03-05,0,0,3,0,0,1,2,-5,10,-2
AGUASCALIENTES,2020-03-06,0,0,2,0,-5,0,-1,-10,13,-2
AGUASCALIENTES,2020-03-07,0,0,0,0,1,2,7,-18,6,-1
AGUASCALIENTES,2020-03-08,0,0,1,0,7,2,9,-10,3,-1
AGUASCALIENTES,2020-03-09,0,0,0,0,-12,-10,-11,-10,-13,6
AGUASCALIENTES,2020-03-10,0,0,3,0,-2,-2,2,-2,9,-2
AGUASCALIENTES,2020-03-11,0,0,1,0,-1,-1,-1,1,9,-1
AGUASCALIENTES,2020-03-12,0,0,4,0,1,2,6,3,8,-2
AGUASCALIENTES,2020-03-13,0,0,1,0,1,9,0,8,3,-1
AGUASCALIENTES,2020-03-14,1,0,1,0,4,13,7,-4,2,-2
AGUASCALIENTES,2020-03-15,0,0,10,0,-2,8,-3,-21,-1,-2
AGUASCALIENTES,2020-03-16,0,0,8,0,-13,5,-12,10,-61,15
AGUASCALIENTES,2020-03-17,1,0,5,0,-8,3,-6,1,-3,3
AGUASCALIENTES,2020-03-18,2,0,17,0,-17,2,-16,-14,-10,7
AGUASCALIENTES,2020-03-19,1,0,12,0,-24,1,-14,-21,-15,8
AGUASCALIENTES,2020-03-20,2,0,17,0,-34,-1,-20,-35,-16,11
AGUASCALIENTES,2020-03-21,1,0,12,0,-37,-5,-21,-42,-9,10
AGUASCALIENTES,2020-03-22,1,0,20,0,-46,-16,-28,-50,-15,9
AGUASCALIENTES,2020-03-23,4,0,18,0,-36,-16,-27,-42,-28,13
AGUASCALIENTES,2020-03-24,0,0,33,0,-39,-18,-29,-43,-33,15
AGUASCALIENTES,2020-03-25,17,0,26,0,-42,-18,-35,-48,-36,17
AGUASCALIENTES,2020-03-26,4,0,37,0,-42,-16,-31,-49,-38,18
AGUASCALIENTES,2020-03-27,6,0,35,0,-45,-12,-31,-55,-37,20
AGUASCALIENTES,2020-03-28,5,0,17,0,-43,-10,-28,-57,-21,14
AGUASCALIENTES,2020-03-29,3,0,29,0,-51,-19,-37,-62,-24,12
AGUASCALIENTES,2020-03-30,4,0,39,0,-40,-17,-34,-55,-41,18
AGUASCALIENTES,2020-03-31,1,0,27,0,-40,-18,-36,-53,-44,19
AGUASCALIENTES,2020-04-01,0,0,40,0,-43,-16,-38,-53,-46,21
AGUASCALIENTES,2020-04-02,0,0,43,0,-50,-12,-35,-55,-49,22
AGUASCALIENTES,2020-04-03,1,0,40,0,-60,-6,-35,-61,-47,24
AGUASCALIENTES,2020-04-04,0,0,30,0,-59,-6,-32,-61,-29,16
AGUASCALIENTES,2020-04-05,3,0,12,0,-66,-18,-40,-68,-29,14
AGUASCALIENTES,2020-04-06,4,0,40,0,-56,-12,-32,-60,-51,21
AGUASCALIENTES,2020-04-07,1,0,32,0,-55,-12,-30,-59,-53,22
AGUASCALIENTES,2020-04-08,1,0,30,0,-53,-4,-33,-54,-53,22
AGUASCALIENTES,2020-04-09,0,0,2,0,-62,-6,-35,-60,-66,25
AGUASCALIENTES,2020-04-10,2,0,16,1,-79,-27,-53,-77,-77,31
AGUASCALIENTES,2020-04-11,1,0,23,0,-66,-17,-38,-74,-49,19
AGUASCALIENTES,2020-04-12,2,0,13,0,-68,-23,-46,-70,-31,14
AGUASCALIENTES,2020-04-13,6,0,45,1,-55,-11,-33,-60,-48,21
AGUASCALIENTES,2020-04-14,0,0,41,0,-53,-10,-31,-61,-50,22
AGUASCALIENTES,2020-04-15,11,1,60,0,-51,-2,-32,-57,-50,22
AGUASCALIENTES,2020-04-16,5,0,31,0,-51,-6,-32,-60,-50,22
AGUASCALIENTES,2020-04-17,18,1,17,0,-54,-7,-32,-66,-47,24
BAJA CALIFORNIA,2020-02-15,0,0,0,0,7,4,8,8,3,-1
BAJA CALIFORNIA,2020-02-16,0,0,0,0,11,5,10,5,1,-1
BAJA CALIFORNIA,2020-02-17,0,0,1,0,7,5,7,3,9,-2
BAJA CALIFORNIA,2020-02-18,0,0,2,0,0,1,9,3,10,-2
BAJA CALIFORNIA,2020-02-19,0,0,1,0,1,0,2,1,8,-2
BAJA CALIFORNIA,2020-02-20,0,0,0,0,0,0,3,-1,8,-2
BAJA CALIFORNIA,2020-02-21,0,0,2,0,3,4,11,3,10,-3
BAJA CALIFORNIA,2020-02-22,0,0,1,0,-2,-3,2,-2,1,2
BAJA CALIFORNIA,2020-02-23,0,0,2,0,4,2,10,0,2,0
BAJA CALIFORNIA,2020-02-24,0,0,0,0,-1,1,6,-2,12,-2
BAJA CALIFORNIA,2020-02-25,0,0,1,0,-1,1,20,-2,10,-2
BAJA CALIFORNIA,2020-02-26,0,0,0,0,0,0,3,-1,9,-2
BAJA CALIFORNIA,2020-02-27,0,0,0,0,2,2,3,0,9,-2
BAJA CALIFORNIA,2020-02-28,0,0,0,0,6,8,10,6,11,-3
BAJA CALIFORNIA,2020-02-29,0,0,1,0,5,7,8,6,5,-2
BAJA CALIFORNIA,2020-03-01,0,0,0,0,3,3,-10,-4,2,1
BAJA CALIFORNIA,2020-03-02,0,0,3,0,-2,0,-10,-10,9,0
BAJA CALIFORNIA,2020-03-03,0,0,5,0,5,7,9,-3,12,-3
BAJA CALIFORNIA,2020-03-04,0,0,3,0,4,6,5,-3,11,-2
BAJA CALIFORNIA,2020-03-05,0,0,0,0,4,5,7,-3,10,-3
BAJA CALIFORNIA,2020-03-06,0,0,0,0,3,6,12,4,9,-3
BAJA CALIFORNIA,2020-03-07,0,0,1,0,2,4,7,-1,5,-1
BAJA CALIFORNIA,2020-03-08,0,0,0,0,6,3,6,-2,4,0
BAJA CALIFORNIA,2020-03-09,0,0,5,0,-7,-2,-7,-6,-9,4
BAJA CALIFORNIA,2020-03-10,0,0,4,0,-13,-9,-31,-8,-6,6
BAJA CALIFORNIA,2020-03-11,1,0,4,0,2,5,-5,0,9,-1
BAJA CALIFORNIA,2020-03-12,0,0,5,0,-3,3,-22,-3,4,2
BAJA CALIFORNIA,2020-03-13,0,0,13,0,1,8,-12,2,5,1
BAJA CALIFORNIA,2020-03-14,0,0,3,0,0,9,-5,-7,3,1
BAJA CALIFORNIA,2020-03-15,0,0,2,0,-1,6,-2,-8,3,1
BAJA CALIFORNIA,2020-03-16,1,0,8,0,-11,5,-3,-16,-49,13
BAJA CALIFORNIA,2020-03-17,3,0,11,0,-3,14,-5,-2,5,0
BAJA CALIFORNIA,2020-03-18,4,0,26,0,-20,1,-35,-15,-14,10
BAJA CALIFORNIA,2020-03-19,5,0,20,0,-21,0,-27,-24,-16,10
BAJA CALIFORNIA,2020-03-20,6,0,36,0,-23,4,-22,-27,-14,10
BAJA CALIFORNIA,2020-03-21,3,0,18,0,-31,-6,-31,-35,-7,10
BAJA CALIFORNIA,2020-03-22,2,0,11,0,-37,-13,-38,-40,-11,9
BAJA CALIFORNIA,2020-03-23,10,0,60,0,-31,-13,-31,-38,-21,12
BAJA CALIFORNIA,2020-03-24,9,0,44,0,-33,-11,-27,-43,-24,13
BAJA CALIFORNIA,2020-03-25,7,1,54,0,-36,-14,-36,-45,-28,15
BAJA CALIFORNIA,2020-03-26,11,0,50,0,-38,-15,-38,-45,-30,16
BAJA CALIFORNIA,2020-03-27,16,1,56,0,-37,-9,-32,-50,-29,16
BAJA CALIFORNIA,2020-03-28,7,0,29,0,-40,-12,-39,-52,-20,14
BAJA CALIFORNIA,2020-03-29,20,0,17,1,-44,-17,-45,-56,-23,13
BAJA CALIFORNIA,2020-03-30,29,0,49,2,-34,-8,-30,-47,-30,14
BAJA CALIFORNIA,2020-03-31,43,0,42,2,-43,-17,-38,-48,-35,17
BAJA CALIFORNIA,2020-04-01,63,0,40,2,-42,-14,-38,-49,-37,18
BAJA CALIFORNIA,2020-04-02,26,0,34,5,-51,-8,-39,-50,-39,18
BAJA CALIFORNIA,2020-04-03,37,0,27,2,-58,-1,-34,-51,-37,19
BAJA CALIFORNIA,2020-04-04,25,0,14,5,-61,-7,-45,-54,-29,17
BAJA CALIFORNIA,2020-04-05,18,0,8,1,-65,-15,-52,-55,-31,15
BAJA CALIFORNIA,2020-04-06,67,0,32,9,-59,-12,-40,-55,-42,19
BAJA CALIFORNIA,2020-04-07,35,0,34,5,-61,-18,-46,-58,-45,21
BAJA CALIFORNIA,2020-04-08,71,0,30,5,-59,-14,-47,-58,-48,22
BAJA CALIFORNIA,2020-04-09,60,0,26,4,-61,-11,-45,-61,-56,24
BAJA CALIFORNIA,2020-04-10,50,3,46,6,-76,-33,-64,-74,-70,34
BAJA CALIFORNIA,2020-04-11,39,0,23,9,-66,-17,-54,-67,-49,22
BAJA CALIFORNIA,2020-04-12,38,1,10,11,-69,-25,-59,-64,-38,17
BAJA CALIFORNIA,2020-04-13,81,0,32,5,-60,-17,-44,-60,-48,22
BAJA CALIFORNIA,2020-04-14,113,7,52,10,-59,-14,-39,-60,-50,23
BAJA CALIFORNIA,2020-04-15,87,20,34,14,-56,-13,-41,-60,-51,23
BAJA CALIFORNIA,2020-04-16,68,12,37,9,-55,-13,-39,-62,-52,24
BAJA CALIFORNIA,2020-04-17,66,12,35,11,-58,-12,-42,-63,-52,26
BAJA CALIFORNIA SUR,2020-02-15,0,0,0,0,11,10,2,2,3,-1
BAJA CALIFORNIA SUR,2020-02-16,0,0,0,0,8,9,0,2,1,-1
BAJA CALIFORNIA SUR,2020-02-17,0,0,0,0,4,5,-3,3,12,-2
BAJA CALIFORNIA SUR,2020-02-18,0,0,0,0,3,3,-2,4,11,-2
BAJA CALIFORNIA SUR,2020-02-19,0,0,0,0,2,3,-1,6,10,-2
BAJA CALIFORNIA SUR,2020-02-20,0,0,0,0,3,2,5,8,11,-2
BAJA CALIFORNIA SUR,2020-02-21,0,0,0,0,3,2,7,8,13,-2
BAJA CALIFORNIA SUR,2020-02-22,0,0,0,0,8,5,14,8,3,-1
BAJA CALIFORNIA SUR,2020-02-23,0,0,0,0,10,6,16,6,0,-1
BAJA CALIFORNIA SUR,2020-02-24,0,0,1,0,4,1,1,3,12,-2
BAJA CALIFORNIA SUR,2020-02-25,0,0,1,0,3,1,5,13,9,-2
BAJA CALIFORNIA SUR,2020-02-26,0,0,2,0,1,1,1,8,8,-1
BAJA CALIFORNIA SUR,2020-02-27,0,0,1,0,0,2,-4,5,9,0
BAJA CALIFORNIA SUR,2020-02-28,0,0,0,0,7,8,2,4,14,-3
BAJA CALIFORNIA SUR,2020-02-29,0,0,0,0,9,12,9,4,5,-1
BAJA CALIFORNIA SUR,2020-03-01,0,0,0,0,10,11,13,0,1,-1
BAJA CALIFORNIA SUR,2020-03-02,0,0,1,0,4,7,-7,0,12,-2
BAJA CALIFORNIA SUR,2020-03-03,0,0,0,0,3,5,-6,3,11,-1
BAJA CALIFORNIA SUR,2020-03-04,0,0,1,0,1,4,-4,2,11,-1
BAJA CALIFORNIA SUR,2020-03-05,0,0,2,0,0,4,-3,-1,12,-1
BAJA CALIFORNIA SUR,2020-03-06,0,0,0,0,1,3,1,3,16,-2
BAJA CALIFORNIA SUR,2020-03-07,0,0,1,0,3,5,7,6,5,0
BAJA CALIFORNIA SUR,2020-03-08,0,0,0,0,4,4,12,-2,1,0
BAJA CALIFORNIA SUR,2020-03-09,0,0,3,0,-8,-3,-6,4,-10,5
BAJA CALIFORNIA SUR,2020-03-10,0,0,2,0,-1,2,1,5,11,-2
BAJA CALIFORNIA SUR,2020-03-11,0,0,1,0,0,3,-3,6,10,-2
BAJA CALIFORNIA SUR,2020-03-12,0,0,2,0,1,6,0,0,10,-1
BAJA CALIFORNIA SUR,2020-03-13,0,0,2,0,4,10,5,3,11,-1
BAJA CALIFORNIA SUR,2020-03-14,0,0,1,0,8,17,8,2,4,-2
BAJA CALIFORNIA SUR,2020-03-15,0,0,1,0,4,13,7,-6,1,-1
BAJA CALIFORNIA SUR,2020-03-16,0,0,3,0,-8,7,-2,-8,-42,9
BAJA CALIFORNIA SUR,2020-03-17,0,0,3,0,-6,8,-15,-1,8,-1
BAJA CALIFORNIA SUR,2020-03-18,1,0,6,0,-9,7,-17,-6,2,3
BAJA CALIFORNIA SUR,2020-03-19,0,0,2,0,-13,7,-15,-20,1,4
BAJA CALIFORNIA SUR,2020-03-20,1,0,6,0,-18,2,-16,-19,-5,7
BAJA CALIFORNIA SUR,2020-03-21,1,0,6,0,-26,2,-25,-20,-9,8
BAJA CALIFORNIA SUR,2020-03-22,0,0,0,0,-39,-8,-30,-37,-17,10
BAJA CALIFORNIA SUR,2020-03-23,4,0,11,0,-34,-11,-36,-39,-25,13
BAJA CALIFORNIA SUR,2020-03-24,2,0,9,0,-38,-15,-39,-40,-31,14
BAJA CALIFORNIA SUR,2020-03-25,0,0,17,0,-41,-17,-38,-47,-34,15
BAJA CALIFORNIA SUR,2020-03-26,2,0,14,0,-42,-16,-42,-54,-35,17
BAJA CALIFORNIA SUR,2020-03-27,4,0,18,0,-44,-16,-39,-54,-33,18
BAJA CALIFORNIA SUR,2020-03-28,4,0,7,0,-45,-15,-40,-59,-28,16
BAJA CALIFORNIA SUR,2020-03-29,1,0,10,1,-53,-21,-45,-63,-35,15
BAJA CALIFORNIA SUR,2020-03-30,14,0,28,0,-42,-17,-45,-56,-38,17
BAJA CALIFORNIA SUR,2020-03-31,7,0,31,1,-39,-13,-46,-56,-41,17
BAJA CALIFORNIA SUR,2020-04-01,5,0,29,0,-45,-13,-49,-60,-46,19
BAJA CALIFORNIA SUR,2020-04-02,11,0,28,0,-55,-13,-53,-59,-48,21
BAJA CALIFORNIA SUR,2020-04-03,16,0,27,0,-62,-13,-51,-59,-46,22
BAJA CALIFORNIA SUR,2020-04-04,6,0,21,1,-64,-15,-55,-65,-41,20
BAJA CALIFORNIA SUR,2020-04-05,5,0,13,1,-71,-23,-59,-69,-44,17
BAJA CALIFORNIA SUR,2020-04-06,18,2,57,0,-66,-25,-63,-67,-57,24
BAJA CALIFORNIA SUR,2020-04-07,24,0,33,0,-66,-29,-60,-64,-59,24
BAJA CALIFORNIA SUR,2020-04-08,23,0,45,1,-67,-30,-62,-67,-61,25
BAJA CALIFORNIA SUR,2020-04-09,25,0,41,0,-73,-32,-67,-70,-67,29
BAJA CALIFORNIA SUR,2020-04-10,9,0,19,0,-77,-38,-66,-78,-71,32
BAJA CALIFORNIA SUR,2020-04-11,7,0,19,1,-76,-37,-67,-78,-61,26
BAJA CALIFORNIA SUR,2020-04-12,5,0,12,1,-78,-41,-69,-75,-50,20
BAJA CALIFORNIA SUR,2020-04-13,12,0,43,0,-69,-34,-66,-74,-59,27
BAJA CALIFORNIA SUR,2020-04-14,15,1,33,0,-68,-32,-65,-71,-60,26
BAJA CALIFORNIA SUR,2020-04-15,5,0,37,0,-64,-24,-61,-69,-59,25
BAJA CALIFORNIA SUR,2020-04-16,9,1,24,1,-66,-25,-64,-74,-59,27
BAJA CALIFORNIA SUR,2020-04-17,6,0,15,1,-68,-27,-63,-72,-57,28
CAMPECHE,2020-02-15,0,0,0,0,9,5,12,-1,5,-2
CAMPECHE,2020-02-16,0,0,0,0,11,8,3,4,1,-1
CAMPECHE,2020-02-17,0,0,0,0,6,5,6,0,16,-4
CAMPECHE,2020-02-18,0,0,0,0,5,-1,6,-5,10,-3
CAMPECHE,2020-02-19,0,0,0,0,5,0,13,1,10,-3
CAMPECHE,2020-02-20,0,0,1,0,7,1,16,2,8,-2
CAMPECHE,2020-02-21,0,0,0,0,6,0,24,6,9,-3
CAMPECHE,2020-02-22,0,0,0,0,14,6,51,10,1,-2
CAMPECHE,2020-02-23,0,0,0,0,23,5,33,5,-1,-1
CAMPECHE,2020-02-24,0,0,0,0,9,-1,16,0,-23,3
CAMPECHE,2020-02-25,0,0,0,0,-2,-6,6,7,-34,4
CAMPECHE,2020-02-26,0,0,0,0,-9,-8,-12,-4,-13,3
CAMPECHE,2020-02-27,0,0,1,0,-4,-1,-10,-6,6,1
CAMPECHE,2020-02-28,0,0,0,0,-2,5,-9,-8,12,0
CAMPECHE,2020-02-29,0,0,0,0,4,8,1,0,4,1
CAMPECHE,2020-03-01,0,0,0,0,5,11,-2,5,-1,1
CAMPECHE,2020-03-02,0,0,0,0,5,6,5,2,17,-3
CAMPECHE,2020-03-03,0,0,0,0,2,3,5,-6,12,-2
CAMPECHE,2020-03-04,0,0,0,0,1,2,7,-5,10,-2
CAMPECHE,2020-03-05,0,0,0,0,-2,1,1,-2,11,-1
CAMPECHE,2020-03-06,0,0,0,0,-4,-2,-2,-4,15,-1
CAMPECHE,2020-03-07,0,0,0,0,-1,-1,1,-8,5,1
CAMPECHE,2020-03-08,1,0,0,0,3,2,2,-10,1,2
CAMPECHE,2020-03-09,0,0,0,0,-7,-5,-5,-5,-13,5
CAMPECHE,2020-03-10,0,0,0,0,-2,-2,3,-4,11,-2
CAMPECHE,2020-03-11,0,0,0,0,-4,-4,3,-8,9,-1
CAMPECHE,2020-03-12,1,0,0,0,-2,-1,3,-4,9,-1
CAMPECHE,2020-03-13,0,0,0,0,4,7,5,10,10,-2
CAMPECHE,2020-03-14,1,0,0,0,2,12,9,13,3,-1
CAMPECHE,2020-03-15,0,0,1,0,-2,9,2,-8,-2,0
CAMPECHE,2020-03-16,0,0,1,0,-11,8,-10,-1,-51,10
CAMPECHE,2020-03-17,0,0,0,0,-9,4,-11,2,4,0
CAMPECHE,2020-03-18,0,0,0,0,-11,-1,-12,-12,-5,4
CAMPECHE,2020-03-19,0,0,0,0,-18,1,-17,-6,-8,7
CAMPECHE,2020-03-20,0,0,0,0,-24,-4,-25,-16,-10,8
CAMPECHE,2020-03-21,0,0,0,0,-33,-8,-32,-24,-7,10
CAMPECHE,2020-03-22,0,0,2,0,-41,-17,-42,-36,-13,11
CAMPECHE,2020-03-23,1,0,0,0,-35,-19,-35,-35,-30,14
CAMPECHE,2020-03-24,0,0,2,0,-40,-22,-40,-35,-37,15
CAMPECHE,2020-03-25,0,0,2,0,-43,-27,-43,-41,-40,17
CAMPECHE,2020-03-26,1,0,3,0,-44,-25,-43,-44,-41,19
CAMPECHE,2020-03-27,3,0,5,0,-43,-21,-42,-48,-37,18
CAMPECHE,2020-03-28,0,0,2,0,-45,-20,-43,-46,-20,14
CAMPECHE,2020-03-29,1,0,5,0,-50,-24,-52,-51,-23,14
CAMPECHE,2020-03-30,0,0,6,0,-39,-21,-40,-49,-40,17
CAMPECHE,2020-03-31,0,0,6,0,-39,-18,-45,-47,-45,17
CAMPECHE,2020-04-01,0,0,3,0,-41,-19,-44,-46,-49,19
CAMPECHE,2020-04-02,2,0,7,0,-48,-20,-47,-48,-49,21
CAMPECHE,2020-04-03,1,0,5,0,-54,-20,-49,-51,-46,22
CAMPECHE,2020-04-04,0,0,2,0,-55,-16,-50,-50,-28,16
CAMPECHE,2020-04-05,3,0,1,0,-59,-29,-55,-55,-28,15
CAMPECHE,2020-04-06,2,0,5,1,-52,-25,-47,-52,-49,20
CAMPECHE,2020-04-07,0,0,8,0,-54,-26,-51,-53,-53,20
CAMPECHE,2020-04-08,0,0,6,0,-55,-27,-51,-48,-54,21
CAMPECHE,2020-04-09,2,0,2,0,-59,-27,-54,-54,-63,25
CAMPECHE,2020-04-10,1,0,2,1,-70,-38,-64,-67,-68,29
CAMPECHE,2020-04-11,5,0,2,0,-64,-34,-58,-62,-42,20
CAMPECHE,2020-04-12,2,0,23,0,-65,-36,-63,-62,-31,16
CAMPECHE,2020-04-13,2,0,19,0,-53,-28,-51,-56,-49,21
CAMPECHE,2020-04-14,4,0,10,1,-54,-28,-54,-59,-52,22
CAMPECHE,2020-04-15,3,6,7,0,-51,-21,-51,-54,-52,21
CAMPECHE,2020-04-16,4,0,9,0,-53,-20,-53,-54,-53,23
CAMPECHE,2020-04-17,3,0,5,1,-57,-26,-55,-58,-49,25
CHIAPAS,2020-02-15,0,0,0,0,5,2,2,-1,2,-1
CHIAPAS,2020-02-16,0,0,0,0,5,3,-3,8,2,0
CHIAPAS,2020-02-17,0,0,0,0,0,2,0,0,13,-3
CHIAPAS,2020-02-18,0,0,0,0,-2,-2,-4,-6,14,-2
CHIAPAS,2020-02-19,0,0,0,0,-3,-2,-4,-5,14,-2
CHIAPAS,2020-02-20,0,0,0,0,-3,-3,-3,-4,14,-1
CHIAPAS,2020-02-21,0,0,0,0,-7,-6,-9,-4,12,-1
CHIAPAS,2020-02-22,0,0,0,0,-6,-6,-5,-6,2,2
CHIAPAS,2020-02-23,0,0,0,0,-3,-3,-4,1,1,1
CHIAPAS,2020-02-24,0,0,0,0,-8,-6,-3,-3,13,-2
CHIAPAS,2020-02-25,0,0,0,0,-6,-6,-4,-5,13,-2
CHIAPAS,2020-02-26,0,0,0,0,-6,-5,-1,-6,10,-1
CHIAPAS,2020-02-27,0,0,0,0,-4,-3,-9,-3,12,0
CHIAPAS,2020-02-28,0,0,1,0,0,3,-4,1,14,-2
CHIAPAS,2020-02-29,1,0,0,0,2,5,2,-2,5,0
CHIAPAS,2020-03-01,0,0,0,0,0,7,-4,-1,4,0
CHIAPAS,2020-03-02,0,0,0,0,-3,2,-1,0,14,-3
CHIAPAS,2020-03-03,0,0,0,0,-5,-1,-7,-9,12,-2
CHIAPAS,2020-03-04,0,0,0,0,-5,0,-7,-8,13,-2
CHIAPAS,2020-03-05,0,0,0,0,-4,-1,-7,-7,14,-1
CHIAPAS,2020-03-06,0,0,0,0,-7,-3,-8,-5,14,-1
CHIAPAS,2020-03-07,0,0,0,0,-3,-3,-2,-8,4,1
CHIAPAS,2020-03-08,0,0,0,0,-4,-3,-5,-8,3,1
CHIAPAS,2020-03-09,0,0,0,0,-10,-5,-8,-7,-7,3
CHIAPAS,2020-03-10,0,0,0,0,-7,-2,-4,-8,14,-2
CHIAPAS,2020-03-11,0,1,1,0,-7,-4,-5,-8,14,-1
CHIAPAS,2020-03-12,0,0,1,0,-4,-1,-3,-3,15,-2
CHIAPAS,2020-03-13,0,0,2,0,2,5,2,4,10,-3
CHIAPAS,2020-03-14,0,0,3,0,3,8,5,1,4,-1
CHIAPAS,2020-03-15,0,0,1,0,0,5,-2,-14,2,0
CHIAPAS,2020-03-16,0,0,2,0,-6,7,-8,6,-43,7
CHIAPAS,2020-03-17,0,0,1,0,-5,5,-5,0,12,-2
CHIAPAS,2020-03-18,1,0,2,0,-8,5,-6,-6,7,1
CHIAPAS,2020-03-19,0,0,2,0,-10,6,-8,-7,3,2
CHIAPAS,2020-03-20,0,0,3,0,-17,1,-13,-12,-3,4
CHIAPAS,2020-03-21,0,0,7,0,-25,-6,-19,-20,-3,6
CHIAPAS,2020-03-22,0,0,1,0,-34,-15,-28,-29,-6,7
CHIAPAS,2020-03-23,3,0,2,0,-28,-13,-22,-28,-24,9
CHIAPAS,2020-03-24,0,0,14,0,-31,-16,-27,-31,-28,10
CHIAPAS,2020-03-25,2,0,7,0,-34,-16,-29,-34,-30,12
CHIAPAS,2020-03-26,0,0,6,0,-35,-18,-31,-39,-31,13
CHIAPAS,2020-03-27,5,0,17,0,-38,-19,-33,-44,-29,13
CHIAPAS,2020-03-28,1,1,7,0,-38,-17,-32,-40,-13,10
CHIAPAS,2020-03-29,0,0,10,0,-46,-22,-41,-49,-16,11
CHIAPAS,2020-03-30,1,0,15,0,-32,-15,-30,-40,-35,12
CHIAPAS,2020-03-31,2,1,19,0,-35,-16,-36,-43,-38,13
CHIAPAS,2020-04-01,4,0,19,0,-37,-14,-35,-42,-40,14
CHIAPAS,2020-04-02,2,0,19,0,-46,-16,-38,-47,-41,16
CHIAPAS,2020-04-03,5,0,15,0,-54,-15,-39,-45,-39,16
CHIAPAS,2020-04-04,1,0,10,0,-56,-15,-39,-45,-22,13
CHIAPAS,2020-04-05,1,0,5,0,-63,-22,-47,-51,-23,13
CHIAPAS,2020-04-06,5,0,10,1,-53,-16,-39,-47,-45,16
CHIAPAS,2020-04-07,2,0,9,0,-52,-17,-41,-48,-47,15
CHIAPAS,2020-04-08,5,0,16,0,-53,-16,-42,-46,-48,16
CHIAPAS,2020-04-09,3,0,3,1,-60,-20,-47,-54,-58,19
CHIAPAS,2020-04-10,3,0,7,0,-73,-37,-57,-66,-67,23
CHIAPAS,2020-04-11,1,0,6,1,-69,-33,-53,-61,-47,17
CHIAPAS,2020-04-12,0,0,4,0,-68,-33,-56,-60,-31,13
CHIAPAS,2020-04-13,5,1,14,0,-54,-20,-44,-50,-45,16
CHIAPAS,2020-04-14,5,0,19,0,-54,-20,-44,-51,-46,16
CHIAPAS,2020-04-15,6,1,12,0,-51,-14,-42,-50,-45,17
CHIAPAS,2020-04-16,3,2,11,0,-50,-16,-43,-55,-45,18
CHIAPAS,2020-04-17,10,0,15,0,-55,-20,-45,-59,-42,19
CHIHUAHUA,2020-02-15,0,0,0,0,6,4,10,2,3,-1
CHIHUAHUA,2020-02-16,0,0,0,0,8,3,12,5,2,-1
CHIHUAHUA,2020-02-17,0,0,0,0,6,2,8,8,12,-2
CHIHUAHUA,2020-02-18,0,0,0,0,2,0,8,5,11,-2
CHIHUAHUA,2020-02-19,0,0,0,0,-1,-1,3,6,12,-2
CHIHUAHUA,2020-02-20,0,0,0,0,-1,-1,2,8,9,-2
CHIHUAHUA,2020-02-21,0,0,0,0,-3,-1,-1,2,10,-1
CHIHUAHUA,2020-02-22,0,0,0,0,2,1,10,3,5,-1
CHIHUAHUA,2020-02-23,0,0,0,0,2,-2,-5,-1,2,1
CHIHUAHUA,2020-02-24,0,0,0,0,0,-2,7,5,12,-2
CHIHUAHUA,2020-02-25,0,0,0,0,-2,-2,4,3,11,-2
CHIHUAHUA,2020-02-26,0,0,1,0,-4,-1,-1,4,12,-2
CHIHUAHUA,2020-02-27,0,0,0,0,1,2,6,7,10,-2
CHIHUAHUA,2020-02-28,0,0,3,0,4,8,10,7,12,-3
CHIHUAHUA,2020-02-29,0,0,0,0,6,8,8,5,6,-1
CHIHUAHUA,2020-03-01,0,0,0,0,7,5,5,3,4,0
CHIHUAHUA,2020-03-02,0,0,0,0,3,3,5,5,13,-2
CHIHUAHUA,2020-03-03,0,0,1,0,-4,-3,-8,5,9,-1
CHIHUAHUA,2020-03-04,0,0,0,0,0,2,-3,7,11,-1
